row_id,canonical_amine_object,chemistry_object,Amine_1,Solvent,abs_residual__DS-unknown,abs_residual__strict_amine_object_holdout,error_type__DS-unknown,error_type__strict_amine_object_holdout,oof_proba__DS-unknown,oof_proba__strict_amine_object_holdout,signed_residual__DS-unknown,signed_residual__strict_amine_object_holdout,y__DS-unknown,y__strict_amine_object_holdout,bias_alignment
116,1-amino-2-propanol|DEEA,1-amino-2-propanol|DEEA__NO_SOLVENT,1-amino-2-propanol,(none),0.034825717372821585,,TP,,0.9651742826271784,,0.034825717372821585,,1.0,,mixed_or_weak
117,1-amino-2-propanol|DMAC,1-amino-2-propanol|DMAC__NO_SOLVENT,1-amino-2-propanol,(none),0.01733433503972115,,TP,,0.9826656649602789,,0.01733433503972115,,1.0,,mixed_or_weak
118,1-amino-2-propanol|NMP,1-amino-2-propanol|NMP__NO_SOLVENT,1-amino-2-propanol,(none),0.06086619071339283,,TP,,0.9391338092866072,,0.06086619071339283,,1.0,,mixed_or_weak
119,1-amino-2-propanol,1-amino-2-propanol__ethanol,1-amino-2-propanol,ethanol,0.6022596109070504,0.5796155036181798,FN,FN,0.3977403890929497,0.4203844963818201,0.6022596109070504,0.5796155036181798,1.0,1.0,consistent_strong_underprediction
120,1-amino-2-propanol,1-amino-2-propanol__n-butanol,1-amino-2-propanol,n-butanol,0.17017661773539206,0.1037807614611147,TP,TP,0.829823382264608,0.8962192385388853,0.17017661773539206,0.1037807614611147,1.0,1.0,consistent_underprediction
121,1-amino-2-propanol,1-amino-2-propanol__n-pentylalcohol,1-amino-2-propanol,n-pentylalcohol,0.09582715315075918,0.04824217036530998,TP,TP,0.9041728468492408,0.95175782963469,0.09582715315075918,0.04824217036530998,1.0,1.0,consistent_underprediction
122,1-amino-2-propanol,1-amino-2-propanol__isopropanol,1-amino-2-propanol,isopropanol,0.33372936975501044,0.2602967966328307,TP,TP,0.6662706302449896,0.7397032033671693,0.33372936975501044,0.2602967966328307,1.0,1.0,consistent_strong_underprediction
123,1-amino-2-propanol|TMEDA,1-amino-2-propanol|TMEDA__DMSO,1-amino-2-propanol,DMSO,0.022145101118434152,,TP,,0.9778548988815658,,0.022145101118434152,,1.0,,mixed_or_weak
124,1-amino-2-propanol|DEEA,1-amino-2-propanol|DEEA__DMSO,1-amino-2-propanol,DMSO,0.01023958429675298,,TP,,0.989760415703247,,0.01023958429675298,,1.0,,mixed_or_weak
125,MAE,MAE__ethanol,MAE,ethanol,0.2382794892292051,0.6486965027624979,TN,FP,0.2382794892292051,0.6486965027624979,-0.2382794892292051,-0.6486965027624979,0.0,0.0,consistent_overprediction
126,MAE,MAE__ethanol,MAE,ethanol,0.5694419084312333,0.8658809087174925,FP,FP,0.5694419084312333,0.8658809087174925,-0.5694419084312333,-0.8658809087174925,0.0,0.0,consistent_strong_overprediction
127,MAE,MAE__ethanol,MAE,ethanol,0.7718594007035451,0.9237890871473132,FP,FP,0.7718594007035451,0.9237890871473132,-0.7718594007035451,-0.9237890871473132,0.0,0.0,consistent_strong_overprediction
128,MAE,MAE__ethanol,MAE,ethanol,0.8152686339980848,0.9140661074063536,FP,FP,0.8152686339980848,0.9140661074063536,-0.8152686339980848,-0.9140661074063536,0.0,0.0,consistent_strong_overprediction
129,MAE,MAE__ethanol,MAE,ethanol,0.7276403720537769,0.8033743291273612,FP,FP,0.7276403720537769,0.8033743291273612,-0.7276403720537769,-0.8033743291273612,0.0,0.0,consistent_strong_overprediction
130,MAE,MAE__ethanol,MAE,ethanol,0.4446625214857162,0.4083218628354506,TN,TN,0.4446625214857162,0.4083218628354506,-0.4446625214857162,-0.4083218628354506,0.0,0.0,consistent_strong_overprediction
131,MAE,MAE__n-propanol,MAE,n-propanol,0.2587904590028461,0.6721562607185937,TN,FP,0.2587904590028461,0.6721562607185937,-0.2587904590028461,-0.6721562607185937,0.0,0.0,consistent_strong_overprediction
132,MAE,MAE__n-propanol,MAE,n-propanol,0.6466409929654636,0.9014961444665014,FP,FP,0.6466409929654636,0.9014961444665014,-0.6466409929654636,-0.9014961444665014,0.0,0.0,consistent_strong_overprediction
133,MAE,MAE__n-propanol,MAE,n-propanol,0.8611635136458461,0.958736148255587,FP,FP,0.8611635136458461,0.958736148255587,-0.8611635136458461,-0.958736148255587,0.0,0.0,consistent_strong_overprediction
134,MAE,MAE__n-propanol,MAE,n-propanol,0.9121735849587338,0.963007685650742,FP,FP,0.9121735849587338,0.963007685650742,-0.9121735849587338,-0.963007685650742,0.0,0.0,consistent_strong_overprediction
135,MAE,MAE__n-propanol,MAE,n-propanol,0.8724523751763306,0.9137021796127144,FP,FP,0.8724523751763306,0.9137021796127144,-0.8724523751763306,-0.9137021796127144,0.0,0.0,consistent_strong_overprediction
136,MAE,MAE__n-propanol,MAE,n-propanol,0.6184262153152862,0.5726149749800364,FP,FP,0.6184262153152862,0.5726149749800364,-0.6184262153152862,-0.5726149749800364,0.0,0.0,consistent_strong_overprediction
137,MAE,MAE__isopropanol,MAE,isopropanol,0.2511023836324658,0.6648224086747783,TN,FP,0.2511023836324658,0.6648224086747783,-0.2511023836324658,-0.6648224086747783,0.0,0.0,consistent_strong_overprediction
138,MAE,MAE__isopropanol,MAE,isopropanol,0.6311001925746386,0.8960034602697711,FP,FP,0.6311001925746386,0.8960034602697711,-0.6311001925746386,-0.8960034602697711,0.0,0.0,consistent_strong_overprediction
139,MAE,MAE__isopropanol,MAE,isopropanol,0.8482014310085563,0.9557727302770757,FP,FP,0.8482014310085563,0.9557727302770757,-0.8482014310085563,-0.9557727302770757,0.0,0.0,consistent_strong_overprediction
140,MAE,MAE__isopropanol,MAE,isopropanol,0.9026658916322784,0.9606682912585922,FP,FP,0.9026658916322784,0.9606682912585922,-0.9026658916322784,-0.9606682912585922,0.0,0.0,consistent_strong_overprediction
141,MAE,MAE__isopropanol,MAE,isopropanol,0.8604842940743115,0.9109731004026898,FP,FP,0.8604842940743115,0.9109731004026898,-0.8604842940743115,-0.9109731004026898,0.0,0.0,consistent_strong_overprediction
142,MAE,MAE__isopropanol,MAE,isopropanol,0.5987536442228694,0.57616337380411,FP,FP,0.5987536442228694,0.57616337380411,-0.5987536442228694,-0.57616337380411,0.0,0.0,consistent_strong_overprediction
143,MAE,MAE__n-butanol,MAE,n-butanol,0.7365772270036532,0.32209188921848664,FN,TP,0.2634227729963467,0.6779081107815134,0.7365772270036532,0.32209188921848664,1.0,1.0,consistent_strong_underprediction
144,MAE,MAE__n-butanol,MAE,n-butanol,0.3259125787221352,0.08571892745466037,TP,TP,0.6740874212778648,0.9142810725453396,0.3259125787221352,0.08571892745466037,1.0,1.0,consistent_underprediction
145,MAE,MAE__n-butanol,MAE,n-butanol,0.10765755286457701,0.02927044734295159,TP,TP,0.892342447135423,0.9707295526570484,0.10765755286457701,0.02927044734295159,1.0,1.0,consistent_underprediction
146,MAE,MAE__n-butanol,MAE,n-butanol,0.05631192868986801,0.021218613429602406,TP,TP,0.943688071310132,0.9787813865703976,0.05631192868986801,0.021218613429602406,1.0,1.0,consistent_underprediction
147,MAE,MAE__n-butanol,MAE,n-butanol,0.9253161371910308,0.9552975703958628,FP,FP,0.9253161371910308,0.9552975703958628,-0.9253161371910308,-0.9552975703958628,0.0,0.0,consistent_strong_overprediction
148,MAE,MAE__n-butanol,MAE,n-butanol,0.7243639142880164,0.7156260142394478,FP,FP,0.7243639142880164,0.7156260142394478,-0.7243639142880164,-0.7156260142394478,0.0,0.0,consistent_strong_overprediction
149,EAE,EAE__DEGDEE,EAE,DEGDEE,0.12455938391790733,0.27519067366984895,TP,TP,0.8754406160820927,0.724809326330151,0.12455938391790733,0.27519067366984895,1.0,1.0,consistent_underprediction
150,EAE,EAE__DEGDEE,EAE,DEGDEE,0.1346804822837614,0.26666300419087574,TP,TP,0.8653195177162386,0.7333369958091243,0.1346804822837614,0.26666300419087574,1.0,1.0,consistent_underprediction
151,EAE,EAE__DEGDEE,EAE,DEGDEE,0.15134241306492358,0.22954649842773367,TP,TP,0.8486575869350764,0.7704535015722663,0.15134241306492358,0.22954649842773367,1.0,1.0,consistent_underprediction
152,EAE,EAE__DEGDEE,EAE,DEGDEE,0.15623771539378284,0.2012952527440831,TP,TP,0.8437622846062172,0.7987047472559169,0.15623771539378284,0.2012952527440831,1.0,1.0,consistent_underprediction
153,EAE,EAE__DEGDEE,EAE,DEGDEE,0.1576300931453114,0.16837171727697753,TP,TP,0.8423699068546886,0.8316282827230225,0.1576300931453114,0.16837171727697753,1.0,1.0,consistent_underprediction
154,MEA,MEA__isobutanol,MEA,isobutanol,0.7207203343884963,0.7876053245132234,FN,FN,0.2792796656115038,0.2123946754867766,0.7207203343884963,0.7876053245132234,1.0,1.0,consistent_strong_underprediction
155,MEA,MEA__isobutanol,MEA,isobutanol,0.3691504576942085,0.4558789267513551,TP,TP,0.6308495423057915,0.5441210732486449,0.3691504576942085,0.4558789267513551,1.0,1.0,consistent_strong_underprediction
156,MEA,MEA__isobutanol,MEA,isobutanol,0.14844134097223016,0.16661892529257494,TP,TP,0.8515586590277698,0.8333810747074251,0.14844134097223016,0.16661892529257494,1.0,1.0,consistent_underprediction
157,MEA,MEA__isobutanol,MEA,isobutanol,0.08189569321666845,0.06615226183834177,TP,TP,0.9181043067833315,0.9338477381616582,0.08189569321666845,0.06615226183834177,1.0,1.0,consistent_underprediction
158,MEA,MEA__isobutanol,MEA,isobutanol,0.12022043258087367,0.07645041398684438,TP,TP,0.8797795674191263,0.9235495860131556,0.12022043258087367,0.07645041398684438,1.0,1.0,consistent_underprediction
159,MEA,MEA__n-butanol,MEA,n-butanol,0.08684137811187642,0.07056381783472798,TP,TP,0.9131586218881236,0.929436182165272,0.08684137811187642,0.07056381783472798,1.0,1.0,consistent_underprediction
160,MEA,MEA__n-propanol,MEA,n-propanol,0.1147130886767862,0.09491748518387999,TP,TP,0.8852869113232138,0.90508251481612,0.1147130886767862,0.09491748518387999,1.0,1.0,consistent_underprediction
161,DETA,DETA__sulfolane,DETA,sulfolane,0.56539965740225,0.5764227380980449,FN,FN,0.4346003425977501,0.4235772619019551,0.56539965740225,0.5764227380980449,1.0,1.0,consistent_strong_underprediction
162,DETA,DETA__sulfolane,DETA,sulfolane,0.13781885743493816,0.40289265033715305,TP,TP,0.8621811425650618,0.597107349662847,0.13781885743493816,0.40289265033715305,1.0,1.0,consistent_underprediction
163,DETA,DETA__sulfolane,DETA,sulfolane,0.44528456604970323,0.45420839290357073,TP,TP,0.5547154339502968,0.5457916070964293,0.44528456604970323,0.45420839290357073,1.0,1.0,consistent_strong_underprediction
164,DETA,DETA__sulfolane,DETA,sulfolane,0.22891226337203507,0.46009451823720426,TP,TP,0.7710877366279649,0.5399054817627957,0.22891226337203507,0.46009451823720426,1.0,1.0,consistent_underprediction
165,DETA,DETA__sulfolane,DETA,sulfolane,0.10575327110831623,0.3276549186412584,TP,TP,0.8942467288916838,0.6723450813587416,0.10575327110831623,0.3276549186412584,1.0,1.0,consistent_underprediction
166,DETA,DETA__sulfolane,DETA,sulfolane,0.3222383804575497,0.33682855247475396,TP,TP,0.6777616195424503,0.663171447525246,0.3222383804575497,0.33682855247475396,1.0,1.0,consistent_strong_underprediction
167,DETA,DETA__sulfolane,DETA,sulfolane,0.16490972153664685,0.3533025659087098,TP,TP,0.8350902784633532,0.6466974340912902,0.16490972153664685,0.3533025659087098,1.0,1.0,consistent_underprediction
168,DETA,DETA__sulfolane,DETA,sulfolane,0.08108790025594204,0.25466984002234905,TP,TP,0.918912099744058,0.745330159977651,0.08108790025594204,0.25466984002234905,1.0,1.0,consistent_underprediction
169,DETA,DETA__sulfolane,DETA,sulfolane,0.23144242011409888,0.25516741222385275,TP,TP,0.7685575798859011,0.7448325877761472,0.23144242011409888,0.25516741222385275,1.0,1.0,consistent_underprediction
170,DETA,DETA__sulfolane,DETA,sulfolane,0.12662444746947465,0.27790746763665053,TP,TP,0.8733755525305253,0.7220925323633495,0.12662444746947465,0.27790746763665053,1.0,1.0,consistent_underprediction
171,DETA,DETA__sulfolane,DETA,sulfolane,0.06841460804539257,0.19823859909381836,TP,TP,0.9315853919546074,0.8017614009061816,0.06841460804539257,0.19823859909381836,1.0,1.0,consistent_underprediction
172,MAE,MAE__DGM,MAE,DGM,0.07502033833033217,0.02566541390174637,TP,TP,0.9249796616696678,0.9743345860982536,0.07502033833033217,0.02566541390174637,1.0,1.0,consistent_underprediction
173,MEA,MEA__1-Heptanol,MEA,1-Heptanol,0.1977708866834864,0.22255309951207514,TP,TP,0.8022291133165136,0.7774469004879249,0.1977708866834864,0.22255309951207514,1.0,1.0,consistent_underprediction
174,MEA,MEA__1-Octanol,MEA,1-Octanol,0.21847227013219672,0.23675853460963892,TP,TP,0.7815277298678033,0.7632414653903611,0.21847227013219672,0.23675853460963892,1.0,1.0,consistent_underprediction
175,MEA,MEA__Isooctanol,MEA,Isooctanol,0.20869315771205166,0.22516806147274626,TP,TP,0.7913068422879483,0.7748319385272537,0.20869315771205166,0.22516806147274626,1.0,1.0,consistent_underprediction
176,MEA,MEA__1-Heptanol,MEA,1-Heptanol,0.2866616587687548,0.2681325098247299,TP,TP,0.7133383412312452,0.7318674901752701,0.2866616587687548,0.2681325098247299,1.0,1.0,consistent_strong_underprediction
177,MEA,MEA__1-Octanol,MEA,1-Octanol,0.3091877628670394,0.2783294738697064,TP,TP,0.6908122371329606,0.7216705261302936,0.3091877628670394,0.2783294738697064,1.0,1.0,consistent_strong_underprediction
178,MEA,MEA__Isooctanol,MEA,Isooctanol,0.2962305874319149,0.26446633597345703,TP,TP,0.7037694125680851,0.735533664026543,0.2962305874319149,0.26446633597345703,1.0,1.0,consistent_strong_underprediction
179,MEA,MEA__1-Heptanol,MEA,1-Heptanol,0.3210203966691355,0.2753856059242914,TP,TP,0.6789796033308645,0.7246143940757086,0.3210203966691355,0.2753856059242914,1.0,1.0,consistent_strong_underprediction
180,MEA,MEA__1-Octanol,MEA,1-Octanol,0.3332582222706686,0.2805315311767508,TP,TP,0.6667417777293314,0.7194684688232492,0.3332582222706686,0.2805315311767508,1.0,1.0,consistent_strong_underprediction
181,MEA,MEA__Isooctanol,MEA,Isooctanol,0.31995246826296286,0.26653639456827105,TP,TP,0.6800475317370371,0.733463605431729,0.31995246826296286,0.26653639456827105,1.0,1.0,consistent_strong_underprediction
182,MEA,MEA__1-Heptanol,MEA,1-Heptanol,0.3003158053285381,0.26547303882858886,TP,TP,0.6996841946714619,0.7345269611714111,0.3003158053285381,0.26547303882858886,1.0,1.0,consistent_strong_underprediction
183,MEA,MEA__1-Octanol,MEA,1-Octanol,0.29631770513831335,0.2666652773198557,TP,TP,0.7036822948616867,0.7333347226801443,0.29631770513831335,0.2666652773198557,1.0,1.0,consistent_strong_underprediction
184,MEA,MEA__Isooctanol,MEA,Isooctanol,0.2847386730571698,0.2536727788302644,TP,TP,0.7152613269428302,0.7463272211697356,0.2847386730571698,0.2536727788302644,1.0,1.0,consistent_strong_underprediction
185,DEA,DEA__1-Heptanol,DEA,1-Heptanol,0.03679360978436519,0.01899752911639163,TP,TP,0.9632063902156348,0.9810024708836084,0.03679360978436519,0.01899752911639163,1.0,1.0,consistent_underprediction
186,DEA,DEA__1-Octanol,DEA,1-Octanol,0.039025861155785435,0.01983295186260725,TP,TP,0.9609741388442146,0.9801670481373927,0.039025861155785435,0.01983295186260725,1.0,1.0,consistent_underprediction
187,DEA,DEA__Isooctanol,DEA,Isooctanol,0.03665538970576521,0.018504023850504203,TP,TP,0.9633446102942348,0.9814959761494958,0.03665538970576521,0.018504023850504203,1.0,1.0,consistent_underprediction
188,DEA,DEA__1-Heptanol,DEA,1-Heptanol,0.041818456684883154,0.026602904630902757,TP,TP,0.9581815433151168,0.9733970953690972,0.041818456684883154,0.026602904630902757,1.0,1.0,consistent_underprediction
189,DEA,DEA__1-Octanol,DEA,1-Octanol,0.043033425863216346,0.026963443005047605,TP,TP,0.9569665741367837,0.9730365569949524,0.043033425863216346,0.026963443005047605,1.0,1.0,consistent_underprediction
190,DEA,DEA__Isooctanol,DEA,Isooctanol,0.04032144099764157,0.02503706468735878,TP,TP,0.9596785590023584,0.9749629353126412,0.04032144099764157,0.02503706468735878,1.0,1.0,consistent_underprediction
191,DEA,DEA__1-Heptanol,DEA,1-Heptanol,0.03760257834382297,0.027455661334876758,TP,TP,0.962397421656177,0.9725443386651232,0.03760257834382297,0.027455661334876758,1.0,1.0,consistent_underprediction
192,DEA,DEA__1-Octanol,DEA,1-Octanol,0.03690985525424262,0.026311136995720852,TP,TP,0.9630901447457574,0.9736888630042791,0.03690985525424262,0.026311136995720852,1.0,1.0,consistent_underprediction
193,DEA,DEA__Isooctanol,DEA,Isooctanol,0.03456215412065078,0.024396228306860945,TP,TP,0.9654378458793492,0.975603771693139,0.03456215412065078,0.024396228306860945,1.0,1.0,consistent_underprediction
194,DEA,DEA__1-Heptanol,DEA,1-Heptanol,0.028768825363911232,0.022724876026516405,TP,TP,0.9712311746360888,0.9772751239734836,0.028768825363911232,0.022724876026516405,1.0,1.0,consistent_underprediction
195,DEA,DEA__1-Octanol,DEA,1-Octanol,0.027085851302643182,0.020686571758856354,TP,TP,0.9729141486973568,0.9793134282411436,0.027085851302643182,0.020686571758856354,1.0,1.0,consistent_underprediction
196,DEA,DEA__Isooctanol,DEA,Isooctanol,0.025378013297289947,0.019189016908478962,TP,TP,0.97462198670271,0.980810983091521,0.025378013297289947,0.019189016908478962,1.0,1.0,consistent_underprediction
200,AMP,AMP__TEGDME,AMP,TEGDME,0.8927357002379203,0.9279369361604584,FN,FN,0.1072642997620797,0.0720630638395417,0.8927357002379203,0.9279369361604584,1.0,1.0,consistent_strong_underprediction
201,AMP,AMP__TEGDME,AMP,TEGDME,0.9218864702172622,0.9663507140083818,FN,FN,0.0781135297827378,0.0336492859916182,0.9218864702172622,0.9663507140083818,1.0,1.0,consistent_strong_underprediction
202,AMP,AMP__TEGDME,AMP,TEGDME,0.8956474346288235,0.9131279624977032,FN,FN,0.1043525653711766,0.0868720375022968,0.8956474346288235,0.9131279624977032,1.0,1.0,consistent_strong_underprediction
203,AMP,AMP__TEGDME,AMP,TEGDME,0.9279545737893357,0.9601335606425656,FN,FN,0.0720454262106643,0.0398664393574344,0.9279545737893357,0.9601335606425656,1.0,1.0,consistent_strong_underprediction
204,TETA,TETA__ethanol,TETA,ethanol,0.17604078068618612,0.06712268515433839,TP,TP,0.8239592193138139,0.9328773148456616,0.17604078068618612,0.06712268515433839,1.0,1.0,consistent_underprediction
206,DMCA|TETA,DMCA|TETA__NO_SOLVENT,TETA,(none),0.13167754411181654,,TP,,0.8683224558881835,,0.13167754411181654,,1.0,,mixed_or_weak
207,DETA|DMCA,DETA|DMCA__NO_SOLVENT,DETA,(none),0.13512254104950394,,TP,,0.8648774589504961,,0.13512254104950394,,1.0,,mixed_or_weak
208,DEEA|TETA,DEEA|TETA__NO_SOLVENT,TETA,(none),0.2240804181372037,,TP,,0.7759195818627963,,0.2240804181372037,,1.0,,mixed_or_weak
209,BDA|DEEA,BDA|DEEA__NO_SOLVENT,BDA,(none),0.060856590747866424,,TP,,0.9391434092521336,,0.060856590747866424,,1.0,,mixed_or_weak
210,DEEA|MAPA,DEEA|MAPA__NO_SOLVENT,MAPA,(none),0.6963599611598025,,FN,,0.3036400388401975,,0.6963599611598025,,1.0,,mixed_or_weak
211,DEEA|MAPA,DEEA|MAPA__NO_SOLVENT,MAPA,(none),8.295247095890801e-07,,TP,,0.9999991704752904,,8.295247095890801e-07,,1.0,,mixed_or_weak
212,DEEA|MAPA,DEEA|MAPA__NO_SOLVENT,MAPA,(none),5.641545697265826e-08,,TP,,0.999999943584543,,5.641545697265826e-08,,1.0,,mixed_or_weak
213,DEEA|MAPA,DEEA|MAPA__NO_SOLVENT,MAPA,(none),1.7256701123624651e-07,,TP,,0.9999998274329888,,1.7256701123624651e-07,,1.0,,mixed_or_weak
218,TEPA,TEPA__DGME,TEPA,DGME,0.08786266495854744,0.04047788411321085,TP,TP,0.9121373350414526,0.9595221158867892,0.08786266495854744,0.04047788411321085,1.0,1.0,consistent_underprediction
219,TEPA,TEPA__n-butanol,TEPA,n-butanol,0.040771079894395434,0.018551432713302396,TP,TP,0.9592289201056046,0.9814485672866976,0.040771079894395434,0.018551432713302396,1.0,1.0,consistent_underprediction
220,TEPA,TEPA__n-propanol,TEPA,n-propanol,0.08085221676629839,0.033629124404817246,TP,TP,0.9191477832337016,0.9663708755951828,0.08085221676629839,0.033629124404817246,1.0,1.0,consistent_underprediction
221,TEPA,TEPA__DMSO,TEPA,DMSO,0.19106873224250698,0.08576960220562224,TP,TP,0.808931267757493,0.9142303977943778,0.19106873224250698,0.08576960220562224,1.0,1.0,consistent_underprediction
222,TEPA,TEPA__isopropanol,TEPA,isopropanol,0.10025722221125777,0.04114478742278216,TP,TP,0.8997427777887422,0.9588552125772178,0.10025722221125777,0.04114478742278216,1.0,1.0,consistent_underprediction
223,MEA,MEA__n-propanol,MEA,n-propanol,0.18544986701387134,0.2519064830918415,TP,TP,0.8145501329861287,0.7480935169081585,0.18544986701387134,0.2519064830918415,1.0,1.0,consistent_underprediction
224,MEA,MEA__n-propanol,MEA,n-propanol,0.273757570789676,0.335426098341992,TP,TP,0.726242429210324,0.664573901658008,0.273757570789676,0.335426098341992,1.0,1.0,consistent_strong_underprediction
225,MEA,MEA__n-propanol,MEA,n-propanol,0.34742289436084717,0.3856391395668829,TP,TP,0.6525771056391528,0.6143608604331171,0.34742289436084717,0.3856391395668829,1.0,1.0,consistent_strong_underprediction
226,MEA,MEA__n-propanol,MEA,n-propanol,0.38857556956734407,0.40800082641095725,TP,TP,0.6114244304326559,0.5919991735890427,0.38857556956734407,0.40800082641095725,1.0,1.0,consistent_strong_underprediction
227,MEA,MEA__n-propanol,MEA,n-propanol,0.3884190201088906,0.40531953023393175,TP,TP,0.6115809798911094,0.5946804697660683,0.3884190201088906,0.40531953023393175,1.0,1.0,consistent_strong_underprediction
228,MEA,MEA__n-propanol,MEA,n-propanol,0.3319625661248603,0.3792262275915368,TP,TP,0.6680374338751397,0.6207737724084632,0.3319625661248603,0.3792262275915368,1.0,1.0,consistent_strong_underprediction
229,MEA,MEA__n-propanol,MEA,n-propanol,0.19991024520883705,0.32239439676875936,TP,TP,0.800089754791163,0.6776056032312406,0.19991024520883705,0.32239439676875936,1.0,1.0,consistent_underprediction
230,MEA,MEA__n-propanol,MEA,n-propanol,0.05470369681989917,0.20455873785347034,TP,TP,0.9452963031801008,0.7954412621465297,0.05470369681989917,0.20455873785347034,1.0,1.0,consistent_underprediction
231,MEA,MEA__n-propanol,MEA,n-propanol,0.022756604532085167,0.11907476028818331,TP,TP,0.9772433954679148,0.8809252397118167,0.022756604532085167,0.11907476028818331,1.0,1.0,consistent_underprediction
232,MEA,MEA__isopropanol,MEA,isopropanol,0.2144159656092881,0.2913900895327708,TP,TP,0.7855840343907119,0.7086099104672292,0.2144159656092881,0.2913900895327708,1.0,1.0,consistent_underprediction
233,MEA,MEA__isopropanol,MEA,isopropanol,0.3142873018448894,0.3844429655708256,TP,TP,0.6857126981551106,0.6155570344291744,0.3142873018448894,0.3844429655708256,1.0,1.0,consistent_strong_underprediction
234,MEA,MEA__isopropanol,MEA,isopropanol,0.393743696943583,0.44290543679530936,TP,TP,0.606256303056417,0.5570945632046906,0.393743696943583,0.44290543679530936,1.0,1.0,consistent_strong_underprediction
235,MEA,MEA__isopropanol,MEA,isopropanol,0.43955536874774825,0.46646724212754853,TP,TP,0.5604446312522517,0.5335327578724515,0.43955536874774825,0.46646724212754853,1.0,1.0,consistent_strong_underprediction
236,MEA,MEA__isopropanol,MEA,isopropanol,0.4382036189980888,0.46344376369788376,TP,TP,0.5617963810019112,0.5365562363021162,0.4382036189980888,0.46344376369788376,1.0,1.0,consistent_strong_underprediction
