row_id,canonical_amine_object,chemistry_object,Amine_1,Solvent,abs_residual__DS-unknown,abs_residual__strict_amine_object_holdout,error_type__DS-unknown,error_type__strict_amine_object_holdout,oof_proba__DS-unknown,oof_proba__strict_amine_object_holdout,signed_residual__DS-unknown,signed_residual__strict_amine_object_holdout,y__DS-unknown,y__strict_amine_object_holdout,bias_alignment
237,MEA,MEA__isopropanol,MEA,isopropanol,0.3721355568673057,0.4349239508418963,TP,TP,0.6278644431326943,0.5650760491581037,0.3721355568673057,0.4349239508418963,1.0,1.0,consistent_strong_underprediction
238,MEA,MEA__isopropanol,MEA,isopropanol,0.22540685494716628,0.3639521686407221,TP,TP,0.7745931450528337,0.6360478313592779,0.22540685494716628,0.3639521686407221,1.0,1.0,consistent_underprediction
239,MEA,MEA__isopropanol,MEA,isopropanol,0.05899897523119679,0.22568208581705107,TP,TP,0.9410010247688032,0.7743179141829489,0.05899897523119679,0.22568208581705107,1.0,1.0,consistent_underprediction
240,MEA,MEA__isopropanol,MEA,isopropanol,0.02278827348771717,0.11977162738495872,TP,TP,0.9772117265122828,0.8802283726150413,0.02278827348771717,0.11977162738495872,1.0,1.0,consistent_underprediction
241,MEA,MEA__sulfolane,MEA,sulfolane,0.7193563928046254,0.7751052323113655,FN,FN,0.2806436071953746,0.2248947676886345,0.7193563928046254,0.7751052323113655,1.0,1.0,consistent_strong_underprediction
242,MEA,MEA__sulfolane,MEA,sulfolane,0.818071336189538,0.8364700455369929,FN,FN,0.181928663810462,0.1635299544630071,0.818071336189538,0.8364700455369929,1.0,1.0,consistent_strong_underprediction
243,MEA,MEA__sulfolane,MEA,sulfolane,0.8272600015711352,0.8368498753440928,FN,FN,0.1727399984288648,0.1631501246559072,0.8272600015711352,0.8368498753440928,1.0,1.0,consistent_strong_underprediction
244,MEA,MEA__sulfolane,MEA,sulfolane,0.7746010346756815,0.8060439705802707,FN,FN,0.2253989653243185,0.1939560294197294,0.7746010346756815,0.8060439705802707,1.0,1.0,consistent_strong_underprediction
245,MEA,MEA__sulfolane,MEA,sulfolane,0.612877212364721,0.7322169157885917,FN,FN,0.3871227876352789,0.2677830842114083,0.612877212364721,0.7322169157885917,1.0,1.0,consistent_strong_underprediction
246,MEA,MEA__sulfolane,MEA,sulfolane,0.28982716512348905,0.5660408334403252,TP,FN,0.710172834876511,0.4339591665596748,0.28982716512348905,0.5660408334403252,1.0,1.0,consistent_strong_underprediction
247,MEA,MEA__sulfolane,MEA,sulfolane,0.058546024608501224,0.28642125850209066,TP,TP,0.9414539753914988,0.7135787414979093,0.058546024608501224,0.28642125850209066,1.0,1.0,consistent_underprediction
248,MEA,MEA__sulfolane,MEA,sulfolane,0.022519478652149205,0.12735308200260909,TP,TP,0.9774805213478508,0.8726469179973909,0.022519478652149205,0.12735308200260909,1.0,1.0,consistent_underprediction
249,MEA,MEA__sulfolane,MEA,sulfolane,0.024487986541416373,0.1253305510421805,TP,TP,0.9755120134585836,0.8746694489578195,0.024487986541416373,0.1253305510421805,1.0,1.0,consistent_underprediction
250,AEP,AEP__n-propanol,AEP,n-propanol,0.5970375553758356,0.707259652310688,FN,FN,0.4029624446241645,0.292740347689312,0.5970375553758356,0.707259652310688,1.0,1.0,consistent_strong_underprediction
251,AEP,AEP__n-propanol,AEP,n-propanol,0.8132924949584374,0.8476635453593437,FN,FN,0.1867075050415626,0.1523364546406562,0.8132924949584374,0.8476635453593437,1.0,1.0,consistent_strong_underprediction
252,AEP,AEP__n-propanol,AEP,n-propanol,0.7761642292287937,0.7520300098434423,FN,FN,0.2238357707712063,0.2479699901565577,0.7761642292287937,0.7520300098434423,1.0,1.0,consistent_strong_underprediction
253,AEP,AEP__isopropanol,AEP,isopropanol,0.6447402603489658,0.731145333724526,FN,FN,0.3552597396510342,0.2688546662754741,0.6447402603489658,0.731145333724526,1.0,1.0,consistent_strong_underprediction
254,AEP,AEP__isopropanol,AEP,isopropanol,0.8427838575841662,0.8640001314695466,FN,FN,0.1572161424158338,0.1359998685304534,0.8427838575841662,0.8640001314695466,1.0,1.0,consistent_strong_underprediction
255,AEP,AEP__isopropanol,AEP,isopropanol,0.8074251692761178,0.7753312035845719,FN,FN,0.1925748307238821,0.2246687964154282,0.8074251692761178,0.7753312035845719,1.0,1.0,consistent_strong_underprediction
256,AEP,AEP__sulfolane,AEP,sulfolane,0.9572826235657822,0.9516678806533672,FN,FN,0.0427173764342178,0.0483321193466328,0.9572826235657822,0.9516678806533672,1.0,1.0,consistent_strong_underprediction
257,AEP,AEP__sulfolane,AEP,sulfolane,0.9511847597867313,0.9356988897464406,FN,FN,0.0488152402132687,0.0643011102535594,0.9511847597867313,0.9356988897464406,1.0,1.0,consistent_strong_underprediction
258,AEP,AEP__sulfolane,AEP,sulfolane,0.781133710963799,0.6834606705688848,FN,FN,0.218866289036201,0.3165393294311152,0.781133710963799,0.6834606705688848,1.0,1.0,consistent_strong_underprediction
259,MAE,MAE__n-butanol,MAE,n-butanol,0.40465411620797853,0.10228060326482413,TP,TP,0.5953458837920215,0.8977193967351759,0.40465411620797853,0.10228060326482413,1.0,1.0,consistent_underprediction
260,MAE,MAE__n-butanol,MAE,n-butanol,0.14517062838469807,0.03730012460239518,TP,TP,0.8548293716153019,0.9626998753976048,0.14517062838469807,0.03730012460239518,1.0,1.0,consistent_underprediction
261,MAE,MAE__n-butanol,MAE,n-butanol,0.07570461838223919,0.027826294873886437,TP,TP,0.9242953816177608,0.9721737051261136,0.07570461838223919,0.027826294873886437,1.0,1.0,consistent_underprediction
262,MAE,MAE__EGME,MAE,EGME,0.2324929507591203,0.1638344614774795,TN,TN,0.2324929507591203,0.1638344614774795,-0.2324929507591203,-0.1638344614774795,0.0,0.0,consistent_overprediction
263,MAE,MAE__EGEE,MAE,EGEE,0.4903229320089312,0.352808308955697,TN,TN,0.4903229320089312,0.352808308955697,-0.4903229320089312,-0.352808308955697,0.0,0.0,consistent_strong_overprediction
264,MAE,MAE__EGBE,MAE,EGBE,0.6234055024511351,0.5302806113017865,FP,FP,0.6234055024511351,0.5302806113017865,-0.6234055024511351,-0.5302806113017865,0.0,0.0,consistent_strong_overprediction
265,MAE,MAE__DEGBE,MAE,DEGBE,0.6943136796165575,0.6482207484325603,FP,FP,0.6943136796165575,0.6482207484325603,-0.6943136796165575,-0.6482207484325603,0.0,0.0,consistent_strong_overprediction
266,MEA,MEA__EGBE,MEA,EGBE,0.5081102013873195,0.4858841623987127,FN,TP,0.4918897986126804,0.5141158376012873,0.5081102013873195,0.4858841623987127,1.0,1.0,consistent_strong_underprediction
267,MEA,MEA__DGM,MEA,DGM,0.562654458004521,0.5469033540196375,FN,FN,0.437345541995479,0.4530966459803625,0.562654458004521,0.5469033540196375,1.0,1.0,consistent_strong_underprediction
268,MAE,MAE__EGDEE,MAE,EGDEE,0.16860146563909817,0.2225950335826813,TP,TP,0.8313985343609018,0.7774049664173187,0.16860146563909817,0.2225950335826813,1.0,1.0,consistent_underprediction
269,DEEA|MAPA,DEEA|MAPA__NO_SOLVENT,MAPA,(none),0.999999749910312,,FP,,0.999999749910312,,-0.999999749910312,,0.0,,mixed_or_weak
270,DEEA|MAPA,DEEA|MAPA__NO_SOLVENT,MAPA,(none),1.1271549804625636e-08,,TP,,0.9999999887284502,,1.1271549804625636e-08,,1.0,,mixed_or_weak
271,DEEA|MAPA,DEEA|MAPA__NO_SOLVENT,MAPA,(none),1.783588166048844e-09,,TP,,0.9999999982164118,,1.783588166048844e-09,,1.0,,mixed_or_weak
272,DEEA|MAPA,DEEA|MAPA__NO_SOLVENT,MAPA,(none),0.9973313789815846,,FP,,0.9973313789815846,,-0.9973313789815846,,0.0,,mixed_or_weak
273,DEEA|MAPA,DEEA|MAPA__NO_SOLVENT,MAPA,(none),0.9999995756997612,,FP,,0.9999995756997612,,-0.9999995756997612,,0.0,,mixed_or_weak
274,DEEA|MAPA,DEEA|MAPA__NO_SOLVENT,MAPA,(none),2.9210806773427578e-08,,TP,,0.9999999707891932,,2.9210806773427578e-08,,1.0,,mixed_or_weak
275,DEAPD|TETA,DEAPD|TETA__NO_SOLVENT,TETA,(none),0.5,,FP,,0.5,,-0.5,,0.0,,mixed_or_weak
276,BDMAEE|TETA,BDMAEE|TETA__NO_SOLVENT,TETA,(none),0.4786577284584287,,TP,,0.5213422715415713,,0.4786577284584287,,1.0,,mixed_or_weak
277,PMDETA|TETA,PMDETA|TETA__NO_SOLVENT,TETA,(none),0.41767002166387523,,TP,,0.5823299783361248,,0.41767002166387523,,1.0,,mixed_or_weak
278,DMCA|TETA,DMCA|TETA__NO_SOLVENT,TETA,(none),0.2556862028434247,,TP,,0.7443137971565753,,0.2556862028434247,,1.0,,mixed_or_weak
279,DMCA|TETA,DMCA|TETA__NO_SOLVENT,TETA,(none),0.19126490930065554,,TP,,0.8087350906993445,,0.19126490930065554,,1.0,,mixed_or_weak
280,DMCA|TETA,DMCA|TETA__NO_SOLVENT,TETA,(none),0.14065199339703882,,TP,,0.8593480066029612,,0.14065199339703882,,1.0,,mixed_or_weak
281,MEA,MEA__TEG,MEA,TEG,0.8170580931214554,0.827545844669537,FN,FN,0.1829419068785446,0.1724541553304631,0.8170580931214554,0.827545844669537,1.0,1.0,consistent_strong_underprediction
282,MEA,MEA__TEG,MEA,TEG,0.8597073561543546,0.8656679419985426,FN,FN,0.1402926438456454,0.1343320580014574,0.8597073561543546,0.8656679419985426,1.0,1.0,consistent_strong_underprediction
283,MEA,MEA__TEG,MEA,TEG,0.8056599122061152,0.8243600364896948,FN,FN,0.1943400877938848,0.1756399635103052,0.8056599122061152,0.8243600364896948,1.0,1.0,consistent_strong_underprediction
284,MEA,MEA__TEG,MEA,TEG,0.8425976040281968,0.8609723434803087,FN,FN,0.1574023959718032,0.1390276565196913,0.8425976040281968,0.8609723434803087,1.0,1.0,consistent_strong_underprediction
285,MEA,MEA__TEG,MEA,TEG,0.2031174069509709,0.5199816196298026,TP,FN,0.7968825930490291,0.4800183803701974,0.2031174069509709,0.5199816196298026,1.0,1.0,consistent_underprediction
286,MEA,MEA__TEG,MEA,TEG,0.27800507148069276,0.6149219579691318,TP,FN,0.7219949285193072,0.3850780420308681,0.27800507148069276,0.6149219579691318,1.0,1.0,consistent_strong_underprediction
287,DEEA|TETA,DEEA|TETA__NO_SOLVENT,TETA,(none),0.27451498459523704,,TP,,0.725485015404763,,0.27451498459523704,,1.0,,mixed_or_weak
288,DEEA|TETA,DEEA|TETA__NO_SOLVENT,TETA,(none),0.19881241547196604,,TP,,0.801187584528034,,0.19881241547196604,,1.0,,mixed_or_weak
289,DEEA|TETA,DEEA|TETA__NO_SOLVENT,TETA,(none),0.1411927265556695,,TP,,0.8588072734443305,,0.1411927265556695,,1.0,,mixed_or_weak
290,IPMEA,IPMEA__DEGDEE,IPMEA,DEGDEE,0.2220771166653541,0.1847803120313248,TN,TN,0.2220771166653541,0.1847803120313248,-0.2220771166653541,-0.1847803120313248,0.0,0.0,consistent_overprediction
291,BAE,BAE__DEGDEE,BAE,DEGDEE,0.2175962773207669,0.2142346155055713,TN,TN,0.2175962773207669,0.2142346155055713,-0.2175962773207669,-0.2142346155055713,0.0,0.0,consistent_overprediction
292,BZMEA,BZMEA__DEGDEE,BZMEA,DEGDEE,0.3371902360863528,0.6420980053443924,TN,FP,0.3371902360863528,0.6420980053443924,-0.3371902360863528,-0.6420980053443924,0.0,0.0,consistent_strong_overprediction
293,EAE,EAE__DGM,EAE,DGM,0.1856596216307118,0.1681793153933679,TN,TN,0.1856596216307118,0.1681793153933679,-0.1856596216307118,-0.1681793153933679,0.0,0.0,consistent_overprediction
294,IPMEA,IPMEA__DGM,IPMEA,DGM,0.1648780660496922,0.1748962101207548,TN,TN,0.1648780660496922,0.1748962101207548,-0.1648780660496922,-0.1748962101207548,0.0,0.0,consistent_overprediction
295,BAE,BAE__DGM,BAE,DGM,0.168020680336162,0.2137539051734522,TN,TN,0.168020680336162,0.2137539051734522,-0.168020680336162,-0.2137539051734522,0.0,0.0,consistent_overprediction
296,BZMEA,BZMEA__DGM,BZMEA,DGM,0.4278161964084908,0.7139319119437566,TN,FP,0.4278161964084908,0.7139319119437566,-0.4278161964084908,-0.7139319119437566,0.0,0.0,consistent_strong_overprediction
297,MAE,MAE__DEGEE,MAE,DEGEE,0.3358404009871977,0.246956988949582,TN,TN,0.3358404009871977,0.246956988949582,-0.3358404009871977,-0.246956988949582,0.0,0.0,consistent_overprediction
298,EAE,EAE__DEGEE,EAE,DEGEE,0.1243683769049457,0.1075600226050243,TN,TN,0.1243683769049457,0.1075600226050243,-0.1243683769049457,-0.1075600226050243,0.0,0.0,consistent_overprediction
299,IPMEA,IPMEA__DEGEE,IPMEA,DEGEE,0.1008335766354921,0.1234234412553856,TN,TN,0.1008335766354921,0.1234234412553856,-0.1008335766354921,-0.1234234412553856,0.0,0.0,consistent_overprediction
300,BAE,BAE__DEGEE,BAE,DEGEE,0.1022873559666018,0.1599979401817826,TN,TN,0.1022873559666018,0.1599979401817826,-0.1022873559666018,-0.1599979401817826,0.0,0.0,consistent_overprediction
301,BZMEA,BZMEA__DEGEE,BZMEA,DEGEE,0.3017718890170998,0.6288931508465103,TN,FP,0.3017718890170998,0.6288931508465103,-0.3017718890170998,-0.6288931508465103,0.0,0.0,consistent_strong_overprediction
302,MPA,MPA__DEGEE,MPA,DEGEE,0.4286429144509937,0.4284971323708538,TN,TN,0.4286429144509937,0.4284971323708538,-0.4286429144509937,-0.4284971323708538,0.0,0.0,consistent_strong_overprediction
303,AM2B,AM2B__DEGEE,AM2B,DEGEE,0.1649385544099618,0.0963551762773144,TN,TN,0.1649385544099618,0.0963551762773144,-0.1649385544099618,-0.0963551762773144,0.0,0.0,consistent_overprediction
304,1-amino-2-propanol,1-amino-2-propanol__DEGEE,1-amino-2-propanol,DEGEE,0.2469458448513025,0.2292800424021848,TN,TN,0.2469458448513025,0.2292800424021848,-0.2469458448513025,-0.2292800424021848,0.0,0.0,consistent_overprediction
305,MAE,MAE__DGME,MAE,DGME,0.2568399174557553,0.1931397419267751,TN,TN,0.2568399174557553,0.1931397419267751,-0.2568399174557553,-0.1931397419267751,0.0,0.0,consistent_overprediction
306,EAE,EAE__DGME,EAE,DGME,0.1015457619087881,0.089556251286479,TN,TN,0.1015457619087881,0.089556251286479,-0.1015457619087881,-0.089556251286479,0.0,0.0,consistent_overprediction
307,IPMEA,IPMEA__DGME,IPMEA,DGME,0.0707860947319226,0.1138961714609317,TN,TN,0.0707860947319226,0.1138961714609317,-0.0707860947319226,-0.1138961714609317,0.0,0.0,consistent_overprediction
308,BAE,BAE__DGME,BAE,DGME,0.0735158758415264,0.1548075000614138,TN,TN,0.0735158758415264,0.1548075000614138,-0.0735158758415264,-0.1548075000614138,0.0,0.0,consistent_overprediction
309,BZMEA,BZMEA__DGME,BZMEA,DGME,0.3428055649363054,0.654862938715413,TN,FP,0.3428055649363054,0.654862938715413,-0.3428055649363054,-0.654862938715413,0.0,0.0,consistent_strong_overprediction
310,MPA,MPA__DGME,MPA,DGME,0.3281220686174686,0.3295388187395283,TN,TN,0.3281220686174686,0.3295388187395283,-0.3281220686174686,-0.3295388187395283,0.0,0.0,consistent_strong_overprediction
311,AM2B,AM2B__DGME,AM2B,DGME,0.1672972965161705,0.083231170574155,TN,TN,0.1672972965161705,0.083231170574155,-0.1672972965161705,-0.083231170574155,0.0,0.0,consistent_overprediction
312,1-amino-2-propanol,1-amino-2-propanol__DGME,1-amino-2-propanol,DGME,0.1542892365935834,0.1613637971477885,TN,TN,0.1542892365935834,0.1613637971477885,-0.1542892365935834,-0.1613637971477885,0.0,0.0,consistent_overprediction
313,MAE,MAE__EGBE,MAE,EGBE,0.4633300005430498,0.3479358502933385,TN,TN,0.4633300005430498,0.3479358502933385,-0.4633300005430498,-0.3479358502933385,0.0,0.0,consistent_strong_overprediction
314,EAE,EAE__EGBE,EAE,EGBE,0.2027440480968842,0.1507977239611966,TN,TN,0.2027440480968842,0.1507977239611966,-0.2027440480968842,-0.1507977239611966,0.0,0.0,consistent_overprediction
315,IPMEA,IPMEA__EGBE,IPMEA,EGBE,0.1739780759867656,0.1555154341455869,TN,TN,0.1739780759867656,0.1555154341455869,-0.1739780759867656,-0.1555154341455869,0.0,0.0,consistent_overprediction
316,BAE,BAE__EGBE,BAE,EGBE,0.1838273557850149,0.199043544236147,TN,TN,0.1838273557850149,0.199043544236147,-0.1838273557850149,-0.199043544236147,0.0,0.0,consistent_overprediction
317,BZMEA,BZMEA__EGBE,BZMEA,EGBE,0.3223166373646068,0.7040292163625681,TN,FP,0.3223166373646068,0.7040292163625681,-0.3223166373646068,-0.7040292163625681,0.0,0.0,consistent_strong_overprediction
318,MPA,MPA__EGBE,MPA,EGBE,0.5777459283683263,0.5606574933779798,FP,FP,0.5777459283683263,0.5606574933779798,-0.5777459283683263,-0.5606574933779798,0.0,0.0,consistent_strong_overprediction
319,AM2B,AM2B__EGBE,AM2B,EGBE,0.1959862801720125,0.125255215951742,TN,TN,0.1959862801720125,0.125255215951742,-0.1959862801720125,-0.125255215951742,0.0,0.0,consistent_overprediction
320,1-amino-2-propanol,1-amino-2-propanol__EGBE,1-amino-2-propanol,EGBE,0.3749173722932962,0.3532119132507431,TN,TN,0.3749173722932962,0.3532119132507431,-0.3749173722932962,-0.3532119132507431,0.0,0.0,consistent_strong_overprediction
321,MEA,MEA__DEGDEE,MEA,DEGDEE,0.4869112559668102,0.4511063202485799,TP,TP,0.5130887440331898,0.5488936797514201,0.4869112559668102,0.4511063202485799,1.0,1.0,consistent_strong_underprediction
322,EAE,EAE__DEGDEE,EAE,DEGDEE,0.7744947483914838,0.7946442192485604,FN,FN,0.2255052516085162,0.2053557807514396,0.7744947483914838,0.7946442192485604,1.0,1.0,consistent_strong_underprediction
323,DMCA|MCA,DMCA|MCA__NO_SOLVENT,MCA,(none),0.05320521102656384,,TP,,0.9467947889734362,,0.05320521102656384,,1.0,,mixed_or_weak
324,DEEA|DETA,DEEA|DETA__NO_SOLVENT,DETA,(none),0.2665209201373504,,TP,,0.7334790798626496,,0.2665209201373504,,1.0,,mixed_or_weak
325,DEEA|TETA,DEEA|TETA__NO_SOLVENT,TETA,(none),0.29435680618927496,,TP,,0.705643193810725,,0.29435680618927496,,1.0,,mixed_or_weak
326,DEEA|TEPA,DEEA|TEPA__NO_SOLVENT,TEPA,(none),0.09336917780435638,,TP,,0.9066308221956436,,0.09336917780435638,,1.0,,mixed_or_weak
327,DEEA|PtA,DEEA|PtA__NO_SOLVENT,PtA,(none),0.806817327193191,,FP,,0.806817327193191,,-0.806817327193191,,0.0,,mixed_or_weak
328,DEEA|HxA,DEEA|HxA__NO_SOLVENT,HxA,(none),0.8643810638039151,,FP,,0.8643810638039151,,-0.8643810638039151,,0.0,,mixed_or_weak
329,DEEA|OtA,DEEA|OtA__NO_SOLVENT,OtA,(none),0.8224010774428469,,FP,,0.8224010774428469,,-0.8224010774428469,,0.0,,mixed_or_weak
330,DETA|DMCA,DETA|DMCA__NO_SOLVENT,DETA,(none),0.1497538296742832,,TP,,0.8502461703257168,,0.1497538296742832,,1.0,,mixed_or_weak
331,DMCA|TETA,DMCA|TETA__NO_SOLVENT,TETA,(none),0.10834215610941245,,TP,,0.8916578438905876,,0.10834215610941245,,1.0,,mixed_or_weak
332,DMCA|PtA,DMCA|PtA__NO_SOLVENT,PtA,(none),0.0851559241095926,,TP,,0.9148440758904074,,0.0851559241095926,,1.0,,mixed_or_weak
333,DMCA|HxA,DMCA|HxA__NO_SOLVENT,HxA,(none),0.1081556409041371,,TP,,0.8918443590958629,,0.1081556409041371,,1.0,,mixed_or_weak
334,DMCA|OtA,DMCA|OtA__NO_SOLVENT,OtA,(none),0.036929981714547644,,TP,,0.9630700182854524,,0.036929981714547644,,1.0,,mixed_or_weak
335,AEEA,AEEA__NO_SOLVENT,AEEA,(none),0.0626974398281084,0.1253161228107747,TN,TN,0.0626974398281084,0.1253161228107747,-0.0626974398281084,-0.1253161228107747,0.0,0.0,consistent_overprediction
336,DEEA,DEEA__NO_SOLVENT,DEEA,(none),0.274205118852371,0.7250180616242297,TN,FP,0.274205118852371,0.7250180616242297,-0.274205118852371,-0.7250180616242297,0.0,0.0,consistent_strong_overprediction
337,AEEA|PMDETA,AEEA|PMDETA__DMSO,AEEA,DMSO,0.1713426272096613,,TP,,0.8286573727903387,,0.1713426272096613,,1.0,,mixed_or_weak
338,AEEA|PMDETA,AEEA|PMDETA__DMSO,AEEA,DMSO,0.06239784087420841,,TP,,0.9376021591257916,,0.06239784087420841,,1.0,,mixed_or_weak
339,AEEA|PMDETA,AEEA|PMDETA__DMSO,AEEA,DMSO,0.014611103274918436,,TP,,0.9853888967250816,,0.014611103274918436,,1.0,,mixed_or_weak
340,AEEA|PMDETA,AEEA|PMDETA__DMSO,AEEA,DMSO,1.8370610298412693e-05,,TP,,0.9999816293897016,,1.8370610298412693e-05,,1.0,,mixed_or_weak
341,AEEA|PMDETA,AEEA|PMDETA__DMSO,AEEA,DMSO,0.008920211057988792,,TP,,0.9910797889420112,,0.008920211057988792,,1.0,,mixed_or_weak
342,AEEA|PMDETA,AEEA|PMDETA__DMSO,AEEA,DMSO,0.021505177811940168,,TP,,0.9784948221880598,,0.021505177811940168,,1.0,,mixed_or_weak
343,AEEA|PMDETA,AEEA|PMDETA__DMSO,AEEA,DMSO,0.02909870087647437,,TP,,0.9709012991235256,,0.02909870087647437,,1.0,,mixed_or_weak
344,AEEA|PMDETA,AEEA|PMDETA__DMSO,AEEA,DMSO,0.013625453427379974,,TP,,0.98637454657262,,0.013625453427379974,,1.0,,mixed_or_weak
345,AEEA|PMDETA,AEEA|PMDETA__DMSO,AEEA,DMSO,0.015504890454215547,,TP,,0.9844951095457845,,0.015504890454215547,,1.0,,mixed_or_weak
346,AEEA|PMDETA,AEEA|PMDETA__DMSO,AEEA,DMSO,0.01628804640549919,,TP,,0.9837119535945008,,0.01628804640549919,,1.0,,mixed_or_weak
347,MEA,MEA__EGBE,MEA,EGBE,0.4900225695913506,0.47625861316375795,TP,TP,0.5099774304086494,0.523741386836242,0.4900225695913506,0.47625861316375795,1.0,1.0,consistent_strong_underprediction
348,MEA,MEA__DGM,MEA,DGM,0.5272070118955574,0.5292408265660073,FN,FN,0.4727929881044426,0.4707591734339926,0.5272070118955574,0.5292408265660073,1.0,1.0,consistent_strong_underprediction
349,MEA,MEA__TEG,MEA,TEG,0.198659406635617,0.1778602655064093,TN,TN,0.198659406635617,0.1778602655064093,-0.198659406635617,-0.1778602655064093,0.0,0.0,consistent_overprediction
350,MEA,MEA__TEG,MEA,TEG,0.1612725068372783,0.1406435086885722,TN,TN,0.1612725068372783,0.1406435086885722,-0.1612725068372783,-0.1406435086885722,0.0,0.0,consistent_overprediction
351,MEA,MEA__TEG,MEA,TEG,0.1807411114255285,0.1711682630058006,TN,TN,0.1807411114255285,0.1711682630058006,-0.1807411114255285,-0.1711682630058006,0.0,0.0,consistent_overprediction
352,MEA,MEA__TEG,MEA,TEG,0.139290514790752,0.1337133366518518,TN,TN,0.139290514790752,0.1337133366518518,-0.139290514790752,-0.1337133366518518,0.0,0.0,consistent_overprediction
353,MEA,MEA__TEG,MEA,TEG,0.6685874631672007,0.3892501732665285,FP,TN,0.6685874631672007,0.3892501732665285,-0.6685874631672007,-0.3892501732665285,0.0,0.0,consistent_strong_overprediction
354,MEA,MEA__TEG,MEA,TEG,0.564164247610873,0.2967923752283836,FP,TN,0.564164247610873,0.2967923752283836,-0.564164247610873,-0.2967923752283836,0.0,0.0,consistent_strong_overprediction
355,MEA|PMDETA,MEA|PMDETA__DMSO,MEA,DMSO,0.2678999141627536,,TP,,0.7321000858372464,,0.2678999141627536,,1.0,,mixed_or_weak
356,MEA|PMDETA,MEA|PMDETA__DMSO,MEA,DMSO,0.07136154118640436,,TP,,0.9286384588135956,,0.07136154118640436,,1.0,,mixed_or_weak
357,MEA|PMDETA,MEA|PMDETA__DMSO,MEA,DMSO,0.011105499565331356,,TP,,0.9888945004346686,,0.011105499565331356,,1.0,,mixed_or_weak
358,MEA|PMDETA,MEA|PMDETA__DMSO,MEA,DMSO,4.5600778829646416e-06,,TP,,0.999995439922117,,4.5600778829646416e-06,,1.0,,mixed_or_weak
359,DEEA|MAPA,DEEA|MAPA__NO_SOLVENT,MAPA,(none),0.4581553930435055,,TP,,0.5418446069564945,,0.4581553930435055,,1.0,,mixed_or_weak
360,DEEA|MAPA,DEEA|MAPA__NO_SOLVENT,MAPA,(none),1.44832079662649e-09,,TP,,0.9999999985516792,,1.44832079662649e-09,,1.0,,mixed_or_weak
361,DEEA|MAPA,DEEA|MAPA__NO_SOLVENT,MAPA,(none),3.6751957033231974e-10,,TP,,0.9999999996324804,,3.6751957033231974e-10,,1.0,,mixed_or_weak
362,DEEA|MAPA,DEEA|MAPA__NO_SOLVENT,MAPA,(none),4.21627699420668e-09,,TP,,0.999999995783723,,4.21627699420668e-09,,1.0,,mixed_or_weak
363,MAE,MAE__DGM,MAE,DGM,0.9738331977074078,0.9894314230374134,FP,FP,0.9738331977074078,0.9894314230374134,-0.9738331977074078,-0.9894314230374134,0.0,0.0,consistent_strong_overprediction
364,MAE,MAE__DGM,MAE,DGM,0.9747005540297154,0.9896348975715246,FP,FP,0.9747005540297154,0.9896348975715246,-0.9747005540297154,-0.9896348975715246,0.0,0.0,consistent_strong_overprediction
365,MAE,MAE__n-butanol,MAE,n-butanol,0.4812282424982962,0.2999341541747082,TN,TN,0.4812282424982962,0.2999341541747082,-0.4812282424982962,-0.2999341541747082,0.0,0.0,consistent_strong_overprediction
