row_id,canonical_amine_object,chemistry_object,Amine_1,Solvent,abs_residual__DS-unknown,abs_residual__strict_amine_object_holdout,error_type__DS-unknown,error_type__strict_amine_object_holdout,oof_proba__DS-unknown,oof_proba__strict_amine_object_holdout,signed_residual__DS-unknown,signed_residual__strict_amine_object_holdout,y__DS-unknown,y__strict_amine_object_holdout,bias_alignment
366,MAE,MAE__EGME,MAE,EGME,0.2254821118793978,0.1555756810116082,TN,TN,0.2254821118793978,0.1555756810116082,-0.2254821118793978,-0.1555756810116082,0.0,0.0,consistent_overprediction
367,MAE,MAE__EGEE,MAE,EGEE,0.4608730773221114,0.3171834218114985,TN,TN,0.4608730773221114,0.3171834218114985,-0.4608730773221114,-0.3171834218114985,0.0,0.0,consistent_strong_overprediction
368,MAE,MAE__EGBE,MAE,EGBE,0.5586469866793147,0.4568593527977114,FP,TN,0.5586469866793147,0.4568593527977114,-0.5586469866793147,-0.4568593527977114,0.0,0.0,consistent_strong_overprediction
369,MAE,MAE__DEGBE,MAE,DEGBE,0.647229557360671,0.592657860348148,FP,FP,0.647229557360671,0.592657860348148,-0.647229557360671,-0.592657860348148,0.0,0.0,consistent_strong_overprediction
370,MAE,MAE__DGM,MAE,DGM,0.4001791164613846,0.48209161540425616,TP,TP,0.5998208835386154,0.5179083845957438,0.4001791164613846,0.48209161540425616,1.0,1.0,consistent_strong_underprediction
371,MAE,MAE__EGDEE,MAE,EGDEE,0.23175249153914435,0.3076200139995593,TP,TP,0.7682475084608557,0.6923799860004407,0.23175249153914435,0.3076200139995593,1.0,1.0,consistent_underprediction
372,EAE,EAE__DEGDEE,EAE,DEGDEE,0.14339891526458493,0.12778782046494708,TP,TP,0.8566010847354151,0.8722121795350529,0.14339891526458493,0.12778782046494708,1.0,1.0,consistent_underprediction
373,EAE,EAE__DEGDEE,EAE,DEGDEE,0.1576950241934978,0.16839670520385486,TP,TP,0.8423049758065022,0.8316032947961451,0.1576950241934978,0.16839670520385486,1.0,1.0,consistent_underprediction
374,EAE,EAE__DEGDEE,EAE,DEGDEE,0.23364493438044165,0.27545326933350156,TP,TP,0.7663550656195584,0.7245467306664984,0.23364493438044165,0.27545326933350156,1.0,1.0,consistent_underprediction
375,AEP,AEP__NO_SOLVENT,AEP,(none),0.1570694138967572,0.2157486641072163,TN,TN,0.1570694138967572,0.2157486641072163,-0.1570694138967572,-0.2157486641072163,0.0,0.0,consistent_overprediction
376,AEP,AEP__n-propanol,AEP,n-propanol,0.4739922369574768,0.5228501947302934,TN,FP,0.4739922369574768,0.5228501947302934,-0.4739922369574768,-0.5228501947302934,0.0,0.0,consistent_strong_overprediction
377,AEP,AEP__n-propanol,AEP,n-propanol,0.1804448180319349,0.21759167234535481,TP,TP,0.8195551819680651,0.7824083276546452,0.1804448180319349,0.21759167234535481,1.0,1.0,consistent_underprediction
378,AEP,AEP__n-propanol,AEP,n-propanol,0.10779675240026232,0.16986254471072904,TP,TP,0.8922032475997377,0.830137455289271,0.10779675240026232,0.16986254471072904,1.0,1.0,consistent_underprediction
379,AEP,AEP__n-propanol,AEP,n-propanol,0.08048130853305235,0.16850870473055213,TP,TP,0.9195186914669476,0.8314912952694479,0.08048130853305235,0.16850870473055213,1.0,1.0,consistent_underprediction
380,AEP,AEP__n-propanol,AEP,n-propanol,0.1415914729712725,0.3738166187227807,TP,TP,0.8584085270287275,0.6261833812772193,0.1415914729712725,0.3738166187227807,1.0,1.0,consistent_underprediction
381,AEP,AEP__n-propanol,AEP,n-propanol,0.5832855246687185,0.4052183227297157,FP,TN,0.5832855246687185,0.4052183227297157,-0.5832855246687185,-0.4052183227297157,0.0,0.0,consistent_strong_overprediction
382,AEP,AEP__n-propanol,AEP,n-propanol,0.07487231975818476,0.10267589777470743,TP,TP,0.9251276802418152,0.8973241022252926,0.07487231975818476,0.10267589777470743,1.0,1.0,consistent_underprediction
383,AEP,AEP__n-propanol,AEP,n-propanol,0.15409366842929717,0.26981813267706845,TP,TP,0.8459063315707028,0.7301818673229316,0.15409366842929717,0.26981813267706845,1.0,1.0,consistent_underprediction
384,AEP,AEP__n-propanol,AEP,n-propanol,0.21788462024764566,0.4031209707554061,TP,TP,0.7821153797523543,0.5968790292445939,0.21788462024764566,0.4031209707554061,1.0,1.0,consistent_underprediction
385,AEP,AEP__n-propanol,AEP,n-propanol,0.4870041578105012,0.4077113460305348,TP,TP,0.5129958421894988,0.5922886539694652,0.4870041578105012,0.4077113460305348,1.0,1.0,consistent_strong_underprediction
386,AEP,AEP__n-propanol,AEP,n-propanol,0.20071632663825167,0.25045438518781216,TP,TP,0.7992836733617483,0.7495456148121878,0.20071632663825167,0.25045438518781216,1.0,1.0,consistent_underprediction
387,AEP,AEP__n-propanol,AEP,n-propanol,0.154235741010043,0.3107337520485185,TP,TP,0.845764258989957,0.6892662479514815,0.154235741010043,0.3107337520485185,1.0,1.0,consistent_underprediction
388,AEP,AEP__isopropanol,AEP,isopropanol,0.5157549307212765,0.43596511653512526,FN,TP,0.4842450692787235,0.5640348834648747,0.5157549307212765,0.43596511653512526,1.0,1.0,consistent_strong_underprediction
389,AEP,AEP__isopropanol,AEP,isopropanol,0.2338963883122792,0.28772401301511796,TP,TP,0.7661036116877208,0.712275986984882,0.2338963883122792,0.28772401301511796,1.0,1.0,consistent_underprediction
390,AEP,AEP__isopropanol,AEP,isopropanol,0.18978695246585298,0.3600025119597865,TP,TP,0.810213047534147,0.6399974880402135,0.18978695246585298,0.3600025119597865,1.0,1.0,consistent_underprediction
391,AEP,AEP__sulfolane,AEP,sulfolane,0.7899555271723749,0.7048961356271681,FN,FN,0.2100444728276251,0.2951038643728318,0.7899555271723749,0.7048961356271681,1.0,1.0,consistent_strong_underprediction
392,AEP,AEP__sulfolane,AEP,sulfolane,0.6319337478455561,0.6490610553631605,FN,FN,0.3680662521544439,0.3509389446368395,0.6319337478455561,0.6490610553631605,1.0,1.0,consistent_strong_underprediction
393,AEP,AEP__sulfolane,AEP,sulfolane,0.5225306098875853,0.7223791583538444,FN,FN,0.4774693901124147,0.2776208416461556,0.5225306098875853,0.7223791583538444,1.0,1.0,consistent_strong_underprediction
394,TEPA,TEPA__DGME,TEPA,DGME,0.166165875145037,0.09351419400093919,TP,TP,0.833834124854963,0.9064858059990608,0.166165875145037,0.09351419400093919,1.0,1.0,consistent_underprediction
395,TEPA,TEPA__DGME,TEPA,DGME,0.13533007182922274,0.10374355533377666,TP,TP,0.8646699281707773,0.8962564446662233,0.13533007182922274,0.10374355533377666,1.0,1.0,consistent_underprediction
396,TEPA,TEPA__DGME,TEPA,DGME,0.10707695291570463,0.11071475161243793,TP,TP,0.8929230470842954,0.8892852483875621,0.10707695291570463,0.11071475161243793,1.0,1.0,consistent_underprediction
397,TEPA,TEPA__DGME,TEPA,DGME,0.06167379684663321,0.03509426923883463,TP,TP,0.9383262031533668,0.9649057307611654,0.06167379684663321,0.03509426923883463,1.0,1.0,consistent_underprediction
398,DAP|TMEDA,DAP|TMEDA__NO_SOLVENT,DAP,(none),0.031339049834058,,TP,,0.968660950165942,,0.031339049834058,,1.0,,mixed_or_weak
399,DAP|PMDETA,DAP|PMDETA__NO_SOLVENT,DAP,(none),0.10690682865671475,,TP,,0.8930931713432853,,0.10690682865671475,,1.0,,mixed_or_weak
400,DAP|DMAE,DAP|DMAE__NO_SOLVENT,DAP,(none),0.04962896577918563,,TP,,0.9503710342208144,,0.04962896577918563,,1.0,,mixed_or_weak
401,DAP|DEEA,DAP|DEEA__NO_SOLVENT,DAP,(none),0.06468205882334843,,TP,,0.9353179411766516,,0.06468205882334843,,1.0,,mixed_or_weak
402,DAP|DMAP,DAP|DMAP__NO_SOLVENT,DAP,(none),0.05431685958640742,,TP,,0.9456831404135926,,0.05431685958640742,,1.0,,mixed_or_weak
403,DAP|DMAC,DAP|DMAC__NO_SOLVENT,DAP,(none),0.015350848936132366,,TP,,0.9846491510638676,,0.015350848936132366,,1.0,,mixed_or_weak
404,DAP,DAP__NMP,DAP,NMP,0.13477056855963143,0.524251793835893,TP,FN,0.8652294314403686,0.475748206164107,0.13477056855963143,0.524251793835893,1.0,1.0,consistent_underprediction
405,DAP,DAP__n-propanol,DAP,n-propanol,0.1333849564767443,0.459292117396084,TP,TP,0.8666150435232557,0.540707882603916,0.1333849564767443,0.459292117396084,1.0,1.0,consistent_underprediction
406,DAP,DAP__n-butanol,DAP,n-butanol,0.10367955983934163,0.3406262661106221,TP,TP,0.8963204401606584,0.6593737338893779,0.10367955983934163,0.3406262661106221,1.0,1.0,consistent_underprediction
407,DAP,DAP__n-pentylalcohol,DAP,n-pentylalcohol,0.08152801775032037,0.2423055018885122,TP,TP,0.9184719822496796,0.7576944981114878,0.08152801775032037,0.2423055018885122,1.0,1.0,consistent_underprediction
408,DAP,DAP__isopropanol,DAP,isopropanol,0.14529634550075188,0.509857944454877,TP,FN,0.8547036544992481,0.4901420555451231,0.14529634550075188,0.509857944454877,1.0,1.0,consistent_underprediction
409,DGA|TA,DGA|TA__NO_SOLVENT,DGA,(none),0.44763074755025833,,TP,,0.5523692524497417,,0.44763074755025833,,1.0,,mixed_or_weak
410,2MPRZ,2MPRZ__TGBE,2MPRZ,TGBE,0.32597488360036564,0.11078062039414427,TP,TP,0.6740251163996344,0.8892193796058557,0.32597488360036564,0.11078062039414427,1.0,1.0,consistent_underprediction
411,2MPRZ,2MPRZ__TGBE,2MPRZ,TGBE,0.7543007084825867,0.5584208108996405,FN,FN,0.2456992915174133,0.4415791891003595,0.7543007084825867,0.5584208108996405,1.0,1.0,consistent_strong_underprediction
412,2MPRZ,2MPRZ__TGBE,2MPRZ,TGBE,0.6954786907616871,0.5,FN,TP,0.3045213092383129,0.5,0.6954786907616871,0.5,1.0,1.0,consistent_strong_underprediction
413,2MPRZ,2MPRZ__TGBE,2MPRZ,TGBE,0.628597862082388,0.4554838622311853,FN,TP,0.371402137917612,0.5445161377688147,0.628597862082388,0.4554838622311853,1.0,1.0,consistent_strong_underprediction
414,2MPRZ,2MPRZ__TGBE,2MPRZ,TGBE,0.570982047624102,0.439202329257276,FN,TP,0.429017952375898,0.560797670742724,0.570982047624102,0.439202329257276,1.0,1.0,consistent_strong_underprediction
415,2MPRZ,2MPRZ__TGBE,2MPRZ,TGBE,0.5417156262346388,0.5,FN,TP,0.4582843737653612,0.5,0.5417156262346388,0.5,1.0,1.0,consistent_strong_underprediction
416,DETA,DETA__NO_SOLVENT,DETA,(none),0.282468352958427,0.2510903179010729,TN,TN,0.282468352958427,0.2510903179010729,-0.282468352958427,-0.2510903179010729,0.0,0.0,consistent_strong_overprediction
417,DETA,DETA__NO_SOLVENT,DETA,(none),0.7987493768393903,0.4803446238837433,FP,TN,0.7987493768393903,0.4803446238837433,-0.7987493768393903,-0.4803446238837433,0.0,0.0,consistent_strong_overprediction
418,DETA,DETA__n-pentylalcohol,DETA,n-pentylalcohol,0.035406009006356376,0.022042830262439028,TP,TP,0.9645939909936436,0.977957169737561,0.035406009006356376,0.022042830262439028,1.0,1.0,consistent_underprediction
419,DETA,DETA__n-pentylalcohol,DETA,n-pentylalcohol,0.6431672353872184,0.43603487345929004,FN,TP,0.3568327646127815,0.56396512654071,0.6431672353872184,0.43603487345929004,1.0,1.0,consistent_strong_underprediction
420,DETA,DETA__n-pentylalcohol,DETA,n-pentylalcohol,0.33212128592244383,0.1525665863363076,TP,TP,0.6678787140775562,0.8474334136636924,0.33212128592244383,0.1525665863363076,1.0,1.0,consistent_underprediction
421,DETA,DETA__n-pentylalcohol,DETA,n-pentylalcohol,0.04275877584661758,0.015594866460778012,TP,TP,0.9572412241533824,0.984405133539222,0.04275877584661758,0.015594866460778012,1.0,1.0,consistent_underprediction
422,DETA,DETA__n-pentylalcohol,DETA,n-pentylalcohol,0.03909363046502723,0.018871318145417204,TP,TP,0.9609063695349728,0.9811286818545828,0.03909363046502723,0.018871318145417204,1.0,1.0,consistent_underprediction
423,DETA,DETA__n-pentylalcohol,DETA,n-pentylalcohol,0.03195416906150739,0.024813229376288826,TP,TP,0.9680458309384926,0.9751867706237112,0.03195416906150739,0.024813229376288826,1.0,1.0,consistent_underprediction
424,DETA,DETA__n-pentylalcohol,DETA,n-pentylalcohol,0.02616231517969958,0.028462558291210027,TP,TP,0.9738376848203004,0.97153744170879,0.02616231517969958,0.028462558291210027,1.0,1.0,consistent_underprediction
425,DETA,DETA__n-pentylalcohol,DETA,n-pentylalcohol,0.023844497472763182,0.029290493984687638,TP,TP,0.9761555025272368,0.9707095060153124,0.023844497472763182,0.029290493984687638,1.0,1.0,consistent_underprediction
426,DETA,DETA__n-pentylalcohol,DETA,n-pentylalcohol,0.021870477193898008,0.02956506880301979,TP,TP,0.978129522806102,0.9704349311969802,0.021870477193898008,0.02956506880301979,1.0,1.0,consistent_underprediction
427,DETA|DMAC,DETA|DMAC__NO_SOLVENT,DETA,(none),0.32824314262269494,,TP,,0.6717568573773051,,0.32824314262269494,,1.0,,mixed_or_weak
428,TETA,TETA__DMCA,TETA,DMCA,0.012700725674484437,1.2481804751440784e-05,TP,TP,0.9872992743255156,0.9999875181952486,0.012700725674484437,1.2481804751440784e-05,1.0,1.0,consistent_underprediction
429,DMAC|TETA,DMAC|TETA__NO_SOLVENT,TETA,(none),0.6109459486320118,,FN,,0.3890540513679882,,0.6109459486320118,,1.0,,mixed_or_weak
430,TETA,TETA__DMCA,TETA,DMCA,0.10832598959221951,0.021333533896719215,TP,TP,0.8916740104077805,0.9786664661032808,0.10832598959221951,0.021333533896719215,1.0,1.0,consistent_underprediction
431,TETA,TETA__DMCA,TETA,DMCA,0.1197872163497764,0.032050094994519385,TP,TP,0.8802127836502236,0.9679499050054806,0.1197872163497764,0.032050094994519385,1.0,1.0,consistent_underprediction
432,TETA,TETA__DMCA,TETA,DMCA,0.10810344070370626,0.03556539804516723,TP,TP,0.8918965592962937,0.9644346019548328,0.10810344070370626,0.03556539804516723,1.0,1.0,consistent_underprediction
433,TETA,TETA__DMCA,TETA,DMCA,0.09614240820663522,0.03846740109121283,TP,TP,0.9038575917933648,0.9615325989087872,0.09614240820663522,0.03846740109121283,1.0,1.0,consistent_underprediction
434,DMAE|TETA,DMAE|TETA__NO_SOLVENT,TETA,(none),0.1797770205215415,,TN,,0.1797770205215415,,-0.1797770205215415,,0.0,,mixed_or_weak
435,DMAE|TETA,DMAE|TETA__NO_SOLVENT,TETA,(none),0.1950497956355417,,TN,,0.1950497956355417,,-0.1950497956355417,,0.0,,mixed_or_weak
436,DMAE|TETA,DMAE|TETA__NO_SOLVENT,TETA,(none),0.1621253043243763,,TN,,0.1621253043243763,,-0.1621253043243763,,0.0,,mixed_or_weak
437,DMAE|TETA,DMAE|TETA__NO_SOLVENT,TETA,(none),0.1746930330568472,,TN,,0.1746930330568472,,-0.1746930330568472,,0.0,,mixed_or_weak
438,DMAE|TETA,DMAE|TETA__NO_SOLVENT,TETA,(none),0.1938476651488127,,TN,,0.1938476651488127,,-0.1938476651488127,,0.0,,mixed_or_weak
439,DMAE|TETA,DMAE|TETA__NO_SOLVENT,TETA,(none),0.216339082058086,,TN,,0.216339082058086,,-0.216339082058086,,0.0,,mixed_or_weak
440,DMAE|TETA,DMAE|TETA__NO_SOLVENT,TETA,(none),0.2477242002014394,,TN,,0.2477242002014394,,-0.2477242002014394,,0.0,,mixed_or_weak
441,DMAE|TETA,DMAE|TETA__NO_SOLVENT,TETA,(none),0.2088701715822866,,TN,,0.2088701715822866,,-0.2088701715822866,,0.0,,mixed_or_weak
442,DMAE|TETA,DMAE|TETA__NO_SOLVENT,TETA,(none),0.2063369985511942,,TN,,0.2063369985511942,,-0.2063369985511942,,0.0,,mixed_or_weak
443,DMAE|TETA,DMAE|TETA__NO_SOLVENT,TETA,(none),0.2207459959149097,,TN,,0.2207459959149097,,-0.2207459959149097,,0.0,,mixed_or_weak
444,DMAE|TETA,DMAE|TETA__NO_SOLVENT,TETA,(none),0.2124522631239407,,TN,,0.2124522631239407,,-0.2124522631239407,,0.0,,mixed_or_weak
445,DMAE|TETA,DMAE|TETA__NO_SOLVENT,TETA,(none),0.2317495256169725,,TN,,0.2317495256169725,,-0.2317495256169725,,0.0,,mixed_or_weak
446,DMAE|TETA,DMAE|TETA__NO_SOLVENT,TETA,(none),0.2256866234025714,,TN,,0.2256866234025714,,-0.2256866234025714,,0.0,,mixed_or_weak
447,DMAE|TETA,DMAE|TETA__NO_SOLVENT,TETA,(none),0.1877259569751519,,TN,,0.1877259569751519,,-0.1877259569751519,,0.0,,mixed_or_weak
448,DMAE|TETA,DMAE|TETA__NO_SOLVENT,TETA,(none),0.2030588553415964,,TN,,0.2030588553415964,,-0.2030588553415964,,0.0,,mixed_or_weak
449,DMAE|TETA,DMAE|TETA__NO_SOLVENT,TETA,(none),0.2517513507997356,,TN,,0.2517513507997356,,-0.2517513507997356,,0.0,,mixed_or_weak
450,DMAE|TETA,DMAE|TETA__NO_SOLVENT,TETA,(none),0.2875028389334793,,TN,,0.2875028389334793,,-0.2875028389334793,,0.0,,mixed_or_weak
451,DMAE|TETA,DMAE|TETA__NO_SOLVENT,TETA,(none),0.244333065805838,,TN,,0.244333065805838,,-0.244333065805838,,0.0,,mixed_or_weak
452,DMAE|TETA,DMAE|TETA__NO_SOLVENT,TETA,(none),0.2368616173265645,,TN,,0.2368616173265645,,-0.2368616173265645,,0.0,,mixed_or_weak
453,DMAE|TETA,DMAE|TETA__NO_SOLVENT,TETA,(none),0.2546022258382405,,TN,,0.2546022258382405,,-0.2546022258382405,,0.0,,mixed_or_weak
454,DMAE|TETA,DMAE|TETA__NO_SOLVENT,TETA,(none),0.2529983165569941,,TN,,0.2529983165569941,,-0.2529983165569941,,0.0,,mixed_or_weak
455,DMAE|TETA,DMAE|TETA__NO_SOLVENT,TETA,(none),0.2646622186577549,,TN,,0.2646622186577549,,-0.2646622186577549,,0.0,,mixed_or_weak
456,DMAE|TETA,DMAE|TETA__NO_SOLVENT,TETA,(none),0.2199551745493932,,TN,,0.2199551745493932,,-0.2199551745493932,,0.0,,mixed_or_weak
457,DMAE|TETA,DMAE|TETA__NO_SOLVENT,TETA,(none),0.2383305863661052,,TN,,0.2383305863661052,,-0.2383305863661052,,0.0,,mixed_or_weak
458,DMAE|TETA,DMAE|TETA__NO_SOLVENT,TETA,(none),0.2943829083712989,,TN,,0.2943829083712989,,-0.2943829083712989,,0.0,,mixed_or_weak
459,DMAE|TETA,DMAE|TETA__NO_SOLVENT,TETA,(none),0.3374572239805327,,TN,,0.3374572239805327,,-0.3374572239805327,,0.0,,mixed_or_weak
460,DMAE|TETA,DMAE|TETA__NO_SOLVENT,TETA,(none),0.2739339019175282,,TN,,0.2739339019175282,,-0.2739339019175282,,0.0,,mixed_or_weak
461,DETA|PMDETA,DETA|PMDETA__sulfolane,DETA,sulfolane,0.12083199299347203,,TP,,0.879168007006528,,0.12083199299347203,,1.0,,mixed_or_weak
462,DETA|PMDETA,DETA|PMDETA__sulfolane,DETA,sulfolane,0.08723300198062445,,TP,,0.9127669980193756,,0.08723300198062445,,1.0,,mixed_or_weak
463,DETA|PMDETA,DETA|PMDETA__sulfolane,DETA,sulfolane,0.06273049940009523,,TP,,0.9372695005999048,,0.06273049940009523,,1.0,,mixed_or_weak
464,DETA|PMDETA,DETA|PMDETA__sulfolane,DETA,sulfolane,0.04596063700404063,,TP,,0.9540393629959594,,0.04596063700404063,,1.0,,mixed_or_weak
465,DETA|PMDETA,DETA|PMDETA__sulfolane,DETA,sulfolane,0.060840780526141613,,TP,,0.9391592194738584,,0.060840780526141613,,1.0,,mixed_or_weak
466,DETA,DETA__NO_SOLVENT,DETA,(none),0.235010448058944,0.3111351988510019,TN,TN,0.235010448058944,0.3111351988510019,-0.235010448058944,-0.3111351988510019,0.0,0.0,consistent_overprediction
467,DETA,DETA__NO_SOLVENT,DETA,(none),0.2999558483002053,0.2664976557692483,TN,TN,0.2999558483002053,0.2664976557692483,-0.2999558483002053,-0.2664976557692483,0.0,0.0,consistent_strong_overprediction
468,DETA,DETA__NO_SOLVENT,DETA,(none),0.3938862295654232,0.2611632995072425,TN,TN,0.3938862295654232,0.2611632995072425,-0.3938862295654232,-0.2611632995072425,0.0,0.0,consistent_strong_overprediction
469,DETA,DETA__NO_SOLVENT,DETA,(none),0.5783788657423315,0.3132563852525576,FP,TN,0.5783788657423315,0.3132563852525576,-0.5783788657423315,-0.3132563852525576,0.0,0.0,consistent_strong_overprediction
470,DETA,DETA__NO_SOLVENT,DETA,(none),0.7104880928641152,0.3960316013134033,FP,TN,0.7104880928641152,0.3960316013134033,-0.7104880928641152,-0.3960316013134033,0.0,0.0,consistent_strong_overprediction
471,DETA,DETA__NO_SOLVENT,DETA,(none),0.8073564348288407,0.5,FP,FP,0.8073564348288407,0.5,-0.8073564348288407,-0.5,0.0,0.0,consistent_strong_overprediction
472,DETA|PMDETA,DETA|PMDETA__NO_SOLVENT,DETA,(none),0.6182629934489997,,FN,,0.3817370065510003,,0.6182629934489997,,1.0,,mixed_or_weak
473,DETA|PMDETA,DETA|PMDETA__NO_SOLVENT,DETA,(none),0.5,,TP,,0.5,,0.5,,1.0,,mixed_or_weak
474,DETA|PMDETA,DETA|PMDETA__NO_SOLVENT,DETA,(none),0.36525715595885355,,TP,,0.6347428440411464,,0.36525715595885355,,1.0,,mixed_or_weak
475,DETA|PMDETA,DETA|PMDETA__NO_SOLVENT,DETA,(none),0.19523477335929385,,TP,,0.8047652266407062,,0.19523477335929385,,1.0,,mixed_or_weak
476,DETA|PMDETA,DETA|PMDETA__NO_SOLVENT,DETA,(none),0.11466450507250125,,TP,,0.8853354949274987,,0.11466450507250125,,1.0,,mixed_or_weak
477,DETA|PMDETA,DETA|PMDETA__NO_SOLVENT,DETA,(none),0.07013778956628003,,TP,,0.92986221043372,,0.07013778956628003,,1.0,,mixed_or_weak
478,DETA|PMDETA,DETA|PMDETA__NO_SOLVENT,DETA,(none),0.5437749658365483,,FN,,0.4562250341634518,,0.5437749658365483,,1.0,,mixed_or_weak
479,DETA|PMDETA,DETA|PMDETA__NO_SOLVENT,DETA,(none),0.4168799858739579,,TP,,0.5831200141260421,,0.4168799858739579,,1.0,,mixed_or_weak
480,DETA|PMDETA,DETA|PMDETA__NO_SOLVENT,DETA,(none),0.29346873980759935,,TP,,0.7065312601924006,,0.29346873980759935,,1.0,,mixed_or_weak
481,DETA|PMDETA,DETA|PMDETA__NO_SOLVENT,DETA,(none),0.14740630389733478,,TP,,0.8525936961026652,,0.14740630389733478,,1.0,,mixed_or_weak
482,DETA|PMDETA,DETA|PMDETA__NO_SOLVENT,DETA,(none),0.08522486068984003,,TP,,0.91477513931016,,0.08522486068984003,,1.0,,mixed_or_weak
483,DETA|PMDETA,DETA|PMDETA__NO_SOLVENT,DETA,(none),0.05217236151771121,,TP,,0.9478276384822888,,0.05217236151771121,,1.0,,mixed_or_weak
484,DEEA|HMDA,DEEA|HMDA__NO_SOLVENT,DEEA,(none),0.5062015027167688,,FP,,0.5062015027167688,,-0.5062015027167688,,0.0,,mixed_or_weak
485,DEEA|HMDA,DEEA|HMDA__NO_SOLVENT,DEEA,(none),0.4713808347309548,,TN,,0.4713808347309548,,-0.4713808347309548,,0.0,,mixed_or_weak
486,DEEA|HMDA,DEEA|HMDA__NO_SOLVENT,DEEA,(none),0.4445328319656726,,TN,,0.4445328319656726,,-0.4445328319656726,,0.0,,mixed_or_weak
487,DEEA|HMDA,DEEA|HMDA__NO_SOLVENT,DEEA,(none),0.5062857424227087,,FP,,0.5062857424227087,,-0.5062857424227087,,0.0,,mixed_or_weak
488,DEEA|HMDA,DEEA|HMDA__NO_SOLVENT,DEEA,(none),0.4729135555072675,,TN,,0.4729135555072675,,-0.4729135555072675,,0.0,,mixed_or_weak
489,DEEA|HMDA,DEEA|HMDA__NO_SOLVENT,DEEA,(none),0.4477916502053071,,TN,,0.4477916502053071,,-0.4477916502053071,,0.0,,mixed_or_weak
490,DEEA|HMDA,DEEA|HMDA__NO_SOLVENT,DEEA,(none),0.5065355538282239,,FP,,0.5065355538282239,,-0.5065355538282239,,0.0,,mixed_or_weak
491,DEEA|HMDA,DEEA|HMDA__NO_SOLVENT,DEEA,(none),0.4747069507650702,,TN,,0.4747069507650702,,-0.4747069507650702,,0.0,,mixed_or_weak
492,DEEA|HMDA,DEEA|HMDA__NO_SOLVENT,DEEA,(none),0.451491863197493,,TN,,0.451491863197493,,-0.451491863197493,,0.0,,mixed_or_weak
493,DEEA|HMDA,DEEA|HMDA__NO_SOLVENT,DEEA,(none),0.5069409118274218,,FP,,0.5069409118274218,,-0.5069409118274218,,0.0,,mixed_or_weak
494,DEEA|HMDA,DEEA|HMDA__NO_SOLVENT,DEEA,(none),0.4767695382308742,,TN,,0.4767695382308742,,-0.4767695382308742,,0.0,,mixed_or_weak
495,DEEA|HMDA,DEEA|HMDA__NO_SOLVENT,DEEA,(none),0.455447021039427,,TN,,0.455447021039427,,-0.455447021039427,,0.0,,mixed_or_weak
496,DEEA|HMDA,DEEA|HMDA__NO_SOLVENT,DEEA,(none),0.3989679308120391,,TN,,0.3989679308120391,,-0.3989679308120391,,0.0,,mixed_or_weak
497,DEEA|TETA,DEEA|TETA__NO_SOLVENT,TETA,(none),0.4449136958735499,,TP,,0.5550863041264501,,0.4449136958735499,,1.0,,mixed_or_weak
498,EAE,EAE__DEGDEE,EAE,DEGDEE,0.11582798181263043,0.20200297212453389,TP,TP,0.8841720181873696,0.7979970278754661,0.11582798181263043,0.20200297212453389,1.0,1.0,consistent_underprediction
499,EAE,EAE__DEGDEE,EAE,DEGDEE,0.151410718341343,0.22958510050823655,TP,TP,0.848589281658657,0.7704148994917634,0.151410718341343,0.22958510050823655,1.0,1.0,consistent_underprediction
500,EAE,EAE__DEGDEE,EAE,DEGDEE,0.20401092514807018,0.4047298794733495,TP,TP,0.7959890748519298,0.5952701205266505,0.20401092514807018,0.4047298794733495,1.0,1.0,consistent_underprediction
